question,answer,context,reference,document
Quem é responsável pelo registro do resultado do TCC no IFSP?,O Professor-Orientador é responsável pelo registro do resultado do TCC.,§ 1º. O registro do resultado do TCC deve ser inserido no sistema pelo Professor-Orientador.,"Organização Didática da Educação Básica, TÍTULO VIII DO DESENVOLVIMENTO DO ENSINO, CAPÍTULO VII DO TRABALHO DE CONCLUSÃO DE CURSO, Art 153, § 1º",od_edu_basica
Quem é responsável pelo registro das informações acadêmicas dos estudantes no IFSP?,A Coordenadoria de Registros Acadêmicos ou equivalente é responsável pelo registro das informações acadêmicas dos estudantes no IFSP.,"Art 154 - Para os estudantes com matrícula ativa, o registro das informações acadêmicas abaixo descritas será de responsabilidade da Coordenadoria de Registros Acadêmicos ou equivalente.","Organização Didática da Educação Básica, Título IX, Capítulo I, Art 154",od_edu_basica
O que deve ser registrado pelo docente no diário de classe?,"O registro da frequência e do rendimento dos estudantes, da recuperação contínua e paralela, bem como dos conteúdos ministrados e das atividades desenvolvidas nos componentes curriculares.","Art 155 - O registro da frequência e do rendimento dos estudantes, da recuperação contínua e paralela, bem como dos conteúdos ministrados e das atividades desenvolvidas nos componentes curriculares, e os casos de compensação de falta, deverá ser feito pelo docente no diário de classe, de acordo com as determinações do IFSP.","Organização Didática da Educação Básica, Título IX, Capítulo I, Art 155",od_edu_basica
Quem tem acesso irrestrito aos dados contidos no prontuário do estudante?,"O estudante ou seu representante legal, nos casos de menores de 18 (dezoito) anos.","Art 160 - O estudante ou seu representante legal, nos casos de menores de 18 (dezoito) anos, terá acesso irrestrito aos dados contidos no prontuário discente, podendo solicitar vistas ou cópia digital a qualquer tempo, mediante solicitação via formulário específico.","Organização Didática da Educação Básica, Título IX, Capítulo I, Art 160",od_edu_basica
Quem é responsável pela guarda da documentação de todos os estudantes do câmpus?,A Coordenadoria de Registros Acadêmicos ou equivalente.,"Art 156 - A guarda da documentação de todos os estudantes do câmpus será de responsabilidade da Coordenadoria de Registros Acadêmicos ou equivalente, salvo os que forem eletronicamente arquivados.","Organização Didática da Educação Básica, Título IX, Capítulo I, Art 156",od_edu_basica
Quem deve realizar o acompanhamento do registro dos conteúdos ministrados e das atividades desenvolvidas pelos docentes?,O Coordenador de Curso.,"Art 157 - O Coordenador de Curso deverá, periodicamente, realizar o acompanhamento do registro dos conteúdos ministrados e das atividades desenvolvidas pelos docentes, nos diários de classe.","Organização Didática da Educação Básica, Título IX, Capítulo I, Art 157",od_edu_basica
O que é mobilidade de estudantes no IFSP?,A mobilidade de estudantes é a possibilidade de realizar intercâmbio de estudantes do IFSP para outras instituições de ensino ou de estudantes de outras instituições de ensino para o IFSP.,Art 199 - A mobilidade de estudantes poderá ser realizada por meio de: I - intercâmbio de estudantes do IFSP para outras instituições de ensino; II - intercâmbio de estudantes de outras instituições de ensino para o IFSP.,"Organização Didática da Educação Básica, Título IX, Capítulo IV, Art 199",od_edu_basica
Quais são os requisitos para um estudante do IFSP realizar intercâmbio em outra instituição?,"O estudante deve requerer na Coordenadoria de Registros Acadêmicos a dispensa para realização de intercâmbio, e o Coordenador de Curso deve aprovar a participação do estudante.","Art 200 - É facultado ao estudante regularmente matriculado no IFSP cursar, por meio de intercâmbio, componentes curriculares em instituições de ensino conveniadas. § 2º. O estudante deverá requerer na Coordenadoria de Registros Acadêmicos ou equivalente a dispensa para realização de intercâmbio.","Organização Didática da Educação Básica, Título IX, Capítulo IV, Art 200",od_edu_basica
O que é um Plano de Estudos para um estudante em intercâmbio?,"O Plano de Estudos é um documento que contém a listagem dos componentes curriculares, suas ementas e/ou programas e a carga horária que o estudante cumprirá na instituição de destino.","Art 201 - O estudante deverá analisar, em conjunto com o Coordenador do Curso, as atividades que pretende desenvolver e elaborar um Plano de Estudos. § 1º. O Plano de Estudos deverá conter a listagem dos componentes curriculares, suas ementas e/ou programas e a carga horária que cumprirá na instituição de destino.","Organização Didática da Educação Básica, Título IX, Capítulo IV, Art 201",od_edu_basica
Como são aproveitados os componentes curriculares cumpridos com êxito em outra instituição?,Os componentes curriculares cumpridos com êxito em outra instituição são aproveitados sob a rubrica “Aproveitamento de Estudos em Intercâmbio” e relacionados no histórico acadêmico do estudante.,"Art 202 - Os componentes curriculares cumpridos com êxito na instituição de destino poderão ser aproveitados, sob a rubrica “Aproveitamento de Estudos em Intercâmbio”. § 1º. Todos os componentes cursados, inclusive os não aproveitados, serão relacionados no histórico acadêmico do estudante, com a carga horária total cumprida e o desempenho obtido.","Organização Didática da Educação Básica, Título IX, Capítulo IV, Art 202",od_edu_basica
Quais são os direitos de um estudante em intercâmbio no IFSP?,"O estudante em intercâmbio no IFSP não tem direito a trancamento de matrícula ou a cancelamento de componente curricular, mas pode requerer declaração de conclusão dos componentes curriculares cursados com aprovação.",Art 203 - É facultado ao estudante regularmente matriculado em instituições de ensino conveniadas com o IFSP cumprir componentes curriculares no IFSP. § 2º. O estudante em intercâmbio não terá direito a trancamento de matrícula ou a cancelamento de componente curricular. § 3º. O estudante em intercâmbio poderá requerer declaração de conclusão dos componentes curriculares cursados com aprovação.,"Organização Didática da Educação Básica, Título IX, Capítulo IV, Art 203",od_edu_basica
Quais são os requisitos para que um estudante faça jus ao respectivo Certificado ou Diploma?,"O estudante deve integralizar todos os componentes curriculares, a prática profissional e demais atividades previstas no projeto pedagógico do curso e exigências previstas nesta Organização Didática.","Art 220 - Após integralizar todos os componentes curriculares, a prática profissional e demais atividades previstas no projeto pedagógico do curso e exigências previstas nesta Organização Didática, o estudante fará jus ao respectivo Certificado ou Diploma.","Organização Didática da Educação Básica, Título IX, Capítulo VI, Art 220",od_edu_basica
Quem é responsável pela emissão do Diploma ou Certificado?,A Coordenadoria de Registros Acadêmicos ou equivalente do câmpus ao qual o estudante está vinculado.,"§ 2º. Cabe à Coordenadoria de Registros Acadêmicos ou equivalente do câmpus ao qual o estudante está vinculado as providências para a emissão do Diploma ou Certificado, atendendo à solicitação do interessado.","Organização Didática da Educação Básica, Título IX, Capítulo VI, Art 220",od_edu_basica
Quais são os tipos de documentos que podem ser emitidos pelo IFSP?,Diplomas e Certificados.,"Art 220 - Após integralizar todos os componentes curriculares, a prática profissional e demais atividades previstas no projeto pedagógico do curso e exigências previstas nesta Organização Didática, o estudante fará jus ao respectivo Certificado ou Diploma.","Organização Didática da Educação Básica, Título IX, Capítulo VI, Art 220",od_edu_basica
Quais são os requisitos para solicitar a emissão do Diploma dos cursos técnicos de nível médio?,"O estudante deve haver integralizado todos os componentes curriculares, obrigatórios e eletivos, previstos na estrutura curricular do curso; haver cumprido a prática profissional, se obrigatória; haver cumprido, com a entrega da versão final, o TCC, caso este esteja previsto; apresentar termo de quitação de compromissos da biblioteca do câmpus; e ter entregue a documentação exigida para emissão de diploma na Coordenadoria de Registros Acadêmicos ou equivalente.","Art 225 - A solicitação de emissão do Diploma dos cursos técnicos de nível médio pode ser feita pelo estudante que cumprir as seguintes exigências: I - haver integralizado todos os componentes curriculares, obrigatórios e eletivos, previstos na estrutura curricular do curso; II - haver cumprido a prática profissional, se obrigatória, com relatórios de cumprimento de cada etapa e/ou atividades aprovadas pelo(s) orientador(es), conforme consta no PPC; III - haver cumprido, com a entrega da versão final, o TCC, caso este esteja previsto; IV - apresentar termo de quitação de compromissos da biblioteca do câmpus; V - ter entregue a documentação exigida para emissão de diploma na Coordenadoria de Registros Acadêmicos ou equivalente.","Organização Didática da Educação Básica, Título IX, Capítulo VI, Art 225",od_edu_basica
O que é uma etapa com terminalidade?,"A conclusão intermediária de cursos que caracterize uma qualificação para o trabalho, claramente definida e com identidade própria.","§ 1º. Considera-se etapa com terminalidade a conclusão intermediária de cursos que caracterize uma qualificação para o trabalho, claramente definida e com identidade própria.","Organização Didática da Educação Básica, Título IX, Capítulo VI, Art 224",od_edu_basica
O que o IFSP faz em relação à revalidação de diplomas estrangeiros?,"O IFSP tem procedimentos próprios para a revalidação de diplomas de cursos técnicos, de acordo com toda a legislação vigente e com as regulamentações internas.","Art 228 - O IFSP, tem procedimentos próprios para a Revalidação de Diplomas de Cursos Técnicos, de acordo com toda a legislação vigente e com as regulamentações internas.","Documento: Organização Didática da Educação Básica, Título: TÍTULO IX DA GESTÃO ACADÊMICA, Capítulo: CAPÍTULO VII DA REVALIDAÇÃO DE DIPLOMAS ESTRANGEIROS, Art 228",od_edu_basica
O que é a solenidade de formatura no IFSP?,A solenidade de formatura é um ato simbólico que apresenta os estudantes que concluíram os cursos técnicos de nível médio à sociedade.,"Art 229 - Os estudantes que concluíram os cursos técnicos de nível médio são apresentados à sociedade por meio de uma solenidade de FORMATURA, que possui caráter não obrigatório e constitui ato simbólico.","Organização Didática da Educação Básica, TÍTULO IX DA GESTÃO ACADÊMICA, CAPÍTULO VIII DAS SOLENIDADES DE CONCLUSÃO DOS CURSOS TÉCNICOS, Art 229",od_edu_basica
É obrigatório participar da solenidade de formatura no IFSP?,"Não, a participação na solenidade de formatura não é obrigatória.","Art 229 - Os estudantes que concluíram os cursos técnicos de nível médio são apresentados à sociedade por meio de uma solenidade de FORMATURA, que possui caráter não obrigatório e constitui ato simbólico.","Organização Didática da Educação Básica, TÍTULO IX DA GESTÃO ACADÊMICA, CAPÍTULO VIII DAS SOLENIDADES DE CONCLUSÃO DOS CURSOS TÉCNICOS, Art 229",od_edu_basica
A participação na solenidade de formatura implica direito ao Diploma de conclusão do curso?,"Não, a participação na solenidade de formatura não implica direito ao Diploma de conclusão do curso.",§ 1º. A participação na solenidade de formatura não implica direito ao Diploma de conclusão do curso nem qualquer tipo de declaração atestando a conclusão de etapas no curso.,"Organização Didática da Educação Básica, TÍTULO IX DA GESTÃO ACADÊMICA, CAPÍTULO VIII DAS SOLENIDADES DE CONCLUSÃO DOS CURSOS TÉCNICOS, Art 229, § 1º",od_edu_basica
Quais são as bases legais que embasam a Organização Didática dos Cursos de Graduação do IFSP?,"A Lei de Diretrizes e Bases da Educação Nacional nº. 9.394, de 20 de dezembro de 1996 (LDB), suas regulamentações, Pareceres, as Diretrizes Curriculares Nacionais e o PDI.","Art 5 - Esta Organização Didática, está em consonância com a Lei de Diretrizes e Bases da Educação Nacional nº. 9.394, de 20 de dezembro de 1996 (LDB), suas regulamentações, Pareceres, as Diretrizes Curriculares Nacionais e o PDI, regerá os procedimentos didático-pedagógicos de todos os câmpus do IFSP.","Organização Didática dos Cursos de Graduação, TÍTULO I DAS DIRETRIZES GERAIS, CAPÍTULO II DA ORGANIZAÇÃO DIDÁTICA, Art 5",od_graduacao
Quem é responsável pelo registro das informações acadêmicas dos estudantes no IFSP?,A Coordenadoria de Registros Acadêmicos ou equivalente é responsável pelo registro das informações acadêmicas dos estudantes no IFSP.,"Art 48 - Para os estudantes com matrícula ativa, o registro das informações acadêmicas, assim como a guarda da respectiva documentação, quando necessária, será de responsabilidade da Coordenadoria de Registros Acadêmicos ou equivalente à qual cada estudante esteja vinculado.","Organização Didática dos Cursos de Graduação, Título IV, Capítulo I, Art 48",od_graduacao
Quais informações acadêmicas são registradas pela Coordenadoria de Registros Acadêmicos no IFSP?,"As informações acadêmicas registradas pela Coordenadoria de Registros Acadêmicos incluem forma de ingresso, informações socioeconômicas, matrícula e renovação de matrícula, registro de histórico acadêmico e boletim acadêmico, entre outras.","Art 48 - Para os estudantes com matrícula ativa, o registro das informações acadêmicas, assim como a guarda da respectiva documentação, quando necessária, será de responsabilidade da Coordenadoria de Registros Acadêmicos ou equivalente à qual cada estudante esteja vinculado. Parágrafo único. As informações acadêmicas citadas no caput deste artigo são: I - forma de ingresso (tipo de processo seletivo, classificação, tipo de vaga ocupada, entre outras informações); II - informações socioeconômicas; III - matrícula e renovação de matrícula; IV - registro de histórico acadêmico e boletim acadêmico; ...","Organização Didática dos Cursos de Graduação, Título IV, Capítulo I, Art 48",od_graduacao
Quem é responsável pelo registro dos dados referentes aos componentes curriculares no sistema acadêmico do IFSP?,"O professor é responsável pelo registro dos dados referentes aos componentes curriculares no sistema acadêmico do IFSP, por meio do diário de classe.","Art 49 - O registro, no sistema acadêmico, dos dados referentes aos componentes curriculares (frequência e rendimento dos estudantes, bem como dos conteúdos ministrados e das atividades desenvolvidas em cada aula) deverá ser feito pelo professor no diário de classe, de acordo com as determinações do IFSP.","Organização Didática dos Cursos de Graduação, Título IV, Capítulo I, Art 49",od_graduacao
Qual é o papel do Coordenador de Curso no registro dos conteúdos ministrados e das atividades desenvolvidas nos diários de classe?,O Coordenador de Curso é responsável por realizar o acompanhamento do registro dos conteúdos ministrados e das atividades desenvolvidas pelos docentes nos diários de classe.,"Art 50 - O Coordenador de Curso deverá, periodicamente, realizar o acompanhamento do registro dos conteúdos ministrados e das atividades desenvolvidas pelos docentes, nos diários de classe.","Organização Didática dos Cursos de Graduação, Título IV, Capítulo I, Art 50",od_graduacao
Para que fins os diários de classe devem ser impressos e assinados pelo professor e coordenador de curso?,Os diários de classe devem ser impressos e assinados pelo professor e coordenador de curso para fins de reconhecimento de cursos e registro dos conteúdos e aulas ministrados.,"Art 51 - Para fins de reconhecimento de cursos e registro dos conteúdos e aulas ministrados, os diários de classe deverão ser impressos e assinados pelo respectivo professor e coordenador de curso, para guarda conforme definido em política de arquivamento do IFSP.","Organização Didática dos Cursos de Graduação, Título IV, Capítulo I, Art 51",od_graduacao
Como um estudante do IFSP posso solicitar transferência de turno?,"A transferência de turno pode ser solicitada pelo estudante ou seu representante legal, quando menor de 18 anos, junto à Coordenadoria de Registros Acadêmicos ou equivalente, acompanhada de documentos que justifiquem a solicitação, se for o caso.","Art 76 - A transferência de turno poderá ocorrer mediante solicitação do próprio estudante, ou por seu representante legal, quando menor de 18 (dezoito) anos, junto à Coordenadoria de Registros Acadêmicos ou equivalente, acompanhada de documentos que justifiquem sua solicitação, se for o caso.","Organização Didática dos Cursos de Graduação, Título IV, Capítulo III, Seção I, Art 76",od_graduacao
Quais são os critérios para priorizar pedidos de transferência de turno?,"Os critérios para priorizar pedidos de transferência de turno são: incorporação ao Serviço Militar Obrigatório, incompatibilidade entre o horário das aulas e o horário de trabalho ou estágio, dificuldade de frequentar as aulas no período em que esteja matriculado, por problema de saúde devidamente atestado, e mudança de domicílio que dificulte a frequência no turno em que está matriculado.","§ 2º. No caso de haver mais pedidos do que vagas disponíveis, deverá ser seguida a ordem dos incisos abaixo: I - incorporação ao Serviço Militar Obrigatório; II – incompatibilidade entre o horário das aulas e o horário de trabalho ou estágio; III – dificuldade de frequentar as aulas no período em que esteja matriculado, por problema de saúde devidamente atestado; IV – mudança de domicílio que dificulte a frequência no turno em que está matriculado.","Organização Didática dos Cursos de Graduação, Título IV, Capítulo III, Seção I, Art 76, § 2º",od_graduacao
Como posso solicitar transferência do IFSP para outra instituição?,"A transferência do IFSP para outra instituição pode ser solicitada pelo estudante ou seu representante legal, quando menor de 18 anos, na Coordenadoria de Registros Acadêmicos ou equivalente do câmpus.","Art 78 - O pedido de transferência deverá ser realizado, pelo estudante ou por seu representante legal, quando menor de 18 (dezoito), na Coordenadoria de Registros Acadêmicos ou equivalente do câmpus.","Organização Didática dos Cursos de Graduação, Título IV, Capítulo III, Seção II, Art 78",od_graduacao
Quais são os documentos necessários para solicitar transferência do IFSP para outra instituição?,"Para solicitar transferência do IFSP para outra instituição, é necessário apresentar termo de quitação de compromissos (nada consta) com a Biblioteca.","Parágrafo Único. Para a concessão de transferência, o estudante deverá apresentar termo de quitação de compromissos (nada consta) com a Biblioteca.","Organização Didática dos Cursos de Graduação, Título IV, Capítulo III, Seção II, Art 78, Parágrafo Único",od_graduacao
Quanto tempo leva para expedir a guia de transferência?,"A expedição da guia de transferência deve ocorrer no prazo máximo de 20 (vinte) dias úteis, contados da data do pedido.","Art 79 - A expedição da guia de transferência deverá ocorrer no prazo máximo de 20 (vinte) dias úteis, contados da data do pedido, caso solicitado.","Organização Didática dos Cursos de Graduação, Título IV, Capítulo III, Seção II, Art 79",od_graduacao
O que é mobilidade de estudantes no IFSP?,A mobilidade de estudantes no IFSP é a possibilidade de realizar intercâmbio de estudantes do IFSP para outras instituições de ensino ou de estudantes de outras instituições de ensino para o IFSP.,Art 80 - A mobilidade de estudantes poderá ser realizada por meio de: I - intercâmbio de estudantes do IFSP para outras instituições de ensino; II - intercâmbio de estudantes de outras instituições de ensino para o IFSP.,"Organização Didática dos Cursos de Graduação, Título IV, Capítulo IV, Art 80",od_graduacao
Quais são os requisitos para um estudante do IFSP participar de intercâmbio em outra instituição?,"O estudante deve ser regularmente matriculado no IFSP, aprovar o Plano de Estudos pelo Colegiado do Curso e, se for para instituição estrangeira, comprovar proficiência em língua estrangeira.","Art 81 - É facultado ao estudante regularmente matriculado no IFSP cursar, por meio de intercâmbio, componentes curriculares em instituições de ensino conveniadas. § 3º. Quando o intercâmbio for com instituição estrangeira, o estudante poderá ser solicitado a comprovar proficiência em língua estrangeira, de acordo com os critérios estabelecidos pela instituição de destino.","Organização Didática dos Cursos de Graduação, Título IV, Capítulo IV, Art 81",od_graduacao
Quem é responsável pelo acompanhamento da realização das atividades previstas no Plano de Estudos do estudante em intercâmbio?,"O Coordenador do Curso, ou outro servidor designado pelo Colegiado do Curso, é responsável pelo acompanhamento da realização das atividades previstas no Plano de Estudos.","Art 83 - O Coordenador do Curso, ou outro servidor designado pelo Colegiado do Curso, ficará responsável pelo acompanhamento da realização das atividades previstas no Plano de Estudos.","Organização Didática dos Cursos de Graduação, Título IV, Capítulo IV, Art 83",od_graduacao
O que acontece com os componentes curriculares cumpridos com êxito na instituição de destino?,"Os componentes curriculares cumpridos com êxito na instituição de destino poderão ser aproveitados e relacionados no histórico acadêmico do estudante, sob a rubrica “Aproveitamento de Estudos em Intercâmbio”, com a carga horária total cumprida.","Art 84 - Os componentes curriculares cumpridos com êxito na instituição de destino poderão ser aproveitados e relacionados no histórico acadêmico do estudante, sob a rubrica “Aproveitamento de Estudos em Intercâmbio”, com a carga horária total cumprida.","Organização Didática dos Cursos de Graduação, Título IV, Capítulo IV, Art 84",od_graduacao
Quais são as condições para um estudante de outra instituição participar de intercâmbio no IFSP?,"O estudante deve ser regularmente matriculado em instituição de ensino conveniada com o IFSP, aprovar o Plano de Estudos pelo Colegiado de Curso e declarar aceitação das normas do IFSP.",Art 86 - O Colegiado de Curso ou Coordenador de Curso deverá aprovar o Plano de Estudos de estudantes que solicitarem intercâmbio no IFSP. Art 88 - O estudante em intercâmbio submeter-se-á às seguintes condições: I - declarar aceitação das normas do IFSP;,"Organização Didática dos Cursos de Graduação, Título IV, Capítulo IV, Art 86 e 88",od_graduacao
O que é o Regime Especial de Dependência no IFSP?,"O Regime Especial de Dependência é um regime que permite ao estudante cursar as dependências em outro turno ou em componentes curriculares correlatos de cursos afins, com atividades de avaliação e atendimento programadas pelo docente e referendadas pelo Colegiado de Curso, com no mínimo 40% da carga horária total do componente curricular de forma presencial.","Art 109 - Poderá ser oferecido o Regime Especial de Dependência. § 1º. O regime de que trata o caput deverá ter suas atividades de avaliação e atendimento programadas pelo docente e referendadas pelo Colegiado de Curso, com o oferecimento de, no mínimo, 40% (quarenta por cento) da carga horária total do componente curricular de forma presencial.","Documento: Organização Didática dos Cursos de Graduação, Título: TÍTULO IV DA GESTÃO ACADÊMICA, Capítulo: CAPÍTULO VII DAS DEPENDÊNCIAS, Art 109",od_graduacao
Quais são os casos em que o Regime Especial de Dependência se aplica?,"O Regime Especial de Dependência se aplica aos estudantes que não tenham sido reprovados por falta no respectivo componente curricular, para os componentes curriculares definidos pelo Colegiado de Curso que tenham disponibilidade de docentes no câmpus, e em turmas de componentes curriculares regulares em que o estudante em regime especial de dependência, em conjunto com o professor, faça seu plano de estudos e datas de frequência na disciplina.","§ 3º. O Regime Especial de Dependência aplica-se aos seguintes casos: I - para os estudantes que não tenham sido reprovados por falta no respectivo componente curricular; II - para os componentes curriculares definidos pelo Colegiado de Curso, que tenham disponibilidade de docentes no câmpus. III - em turmas de componentes curriculares regulares em que o estudante em regime especial de dependência, em conjunto com o professor, faça seu plano de estudos e datas de frequência na disciplina, cumprindo, presencialmente, o mínimo de 40% daquele componente curricular.","Documento: Organização Didática dos Cursos de Graduação, Título: TÍTULO IV DA GESTÃO ACADÊMICA, Capítulo: CAPÍTULO VII DAS DEPENDÊNCIAS, Art 109",od_graduacao
Quais são os requisitos para que um estudante faça jus ao respectivo Certificado ou Diploma?,"O estudante deve integralizar todos os componentes curriculares, a prática profissional e demais atividades previstas no projeto pedagógico do curso e exigências previstas nesta Organização Didática.","Art 110 - Após integralizar todos os componentes curriculares, a prática profissional e demais atividades previstas no projeto pedagógico do curso e exigências previstas nesta Organização Didática, o estudante fará jus ao respectivo Certificado ou Diploma.","Organização Didática dos Cursos de Graduação, Título IV, Capítulo VIII, Art 110",od_graduacao
Quem é responsável pela emissão do Diploma ou Certificado?,A Coordenadoria de Registros Acadêmicos do câmpus ao qual o estudante está vinculado é responsável pelas providências para a emissão do Diploma ou Certificado.,"§ 2º. Cabe à Coordenadoria de Registros Acadêmicos do câmpus ao qual o estudante está vinculado as providências para a emissão do Diploma ou Certificado, atendendo à solicitação do interessado.","Organização Didática dos Cursos de Graduação, Título IV, Capítulo VIII, Art 110",od_graduacao
Quais são os requisitos para solicitar a emissão do Diploma dos cursos superiores de graduação?,"O estudante deve cumprir as seguintes exigências: integralizar todos os componentes curriculares, cumprir a prática profissional, cumprir o TCC, apresentar termo de quitação de compromissos, estar com a situação regular referente ao ENADE, participar da solenidade de outorga de grau e ter entregue a documentação exigida.","Art 113 - A solicitação de emissão do Diploma dos cursos superiores de graduação pode ser feita pelo estudante que cumprir as seguintes exigências: I - haver integralizado todos os componentes curriculares previstos na estrutura curricular do curso e todas as atividades obrigatórias constantes do PPC do curso; II - haver cumprido a prática profissional, se obrigatória, com relatórios de cumprimento de cada etapa e/ou atividades aprovadas pelo(s) orientador(es), conforme consta no PPC; III - haver cumprido, com a entrega da versão final, o TCC, caso este esteja previsto; IV - apresentar termo de quitação de compromissos (nada consta) da biblioteca do câmpus; V - estar com a situação regular referente ao ENADE; VI - participar da solenidade de outorga de grau; VII - ter entregue a documentação exigida para emissão de diploma na Coordenadoria de Registros Acadêmicos ou equivalente.","Organização Didática dos Cursos de Graduação, Título IV, Capítulo VIII, Art 113",od_graduacao
Quem assina os certificados?,"Os certificados são assinados pelo Diretor-Geral do câmpus, pelo concluinte e pelo responsável pela Coordenadoria de Registros Acadêmicos do câmpus.","Art 111 - Os certificados serão assinados, pelo Diretor-Geral do câmpus, pelo concluinte e pelo responsável pela Coordenadoria de Registros Acadêmicos do câmpus.","Organização Didática dos Cursos de Graduação, Título IV, Capítulo VIII, Art 111",od_graduacao
O que é uma etapa com terminalidade?,"Uma etapa com terminalidade é a conclusão intermediária de cursos que caracterize uma qualificação para o trabalho, claramente definida e com identidade própria.","§ 1º. Considera-se etapa com terminalidade a conclusão intermediária de cursos que caracterize uma qualificação para o trabalho, claramente definida e com identidade própria.","Organização Didática dos Cursos de Graduação, Título IV, Capítulo VIII, Art 112",od_graduacao
O que é necessário para um estudante participar da solenidade de colação de grau?,"Para participar da solenidade de colação de grau, o estudante deve integralizar todos os componentes curriculares previstos no Projeto Pedagógico de Curso, cumprir a prática profissional com relatório aprovado, apresentar o TCC com a entrega da versão final aprovada, integralizar a carga horária prevista no projeto pedagógico de curso e apresentar termo de quitação de compromissos da biblioteca.","Art 117 - Somente poderá requerer outorga de grau à Direção-Geral do câmpus, em formulário próprio na Coordenadoria de Registros Acadêmicos (CRA) ou equivalente, o estudante que tenha integralizado o seu curso, cumprindo todos os componentes curriculares e todas as atividades obrigatórias constantes do PPC do curso. § 1º. Estará apto a participar da solenidade os estudantes que, até a data de agendamento da solenidade: I - integralizar todas os componentes curriculares previstos no Projeto Pedagógico de Curso, inclusive o Exame Nacional de Desempenho de Estudantes (ENADE); II - cumprir a prática profissional com relatório aprovado pelo orientador, caso conste como atividade obrigatória no PPC do curso; III - apresentar o TCC, caso haja previsão, com a entrega da versão final aprovada; IV - integralizar a carga horária prevista no projeto pedagógico de curso; e V - apresentar termo de quitação de compromissos (nada consta) da biblioteca.","Organização Didática dos Cursos de Graduação, Título IV, Capítulo X, Art 117",od_graduacao
Quais são as situações em que um estudante pode requerer outorga de grau extemporânea?,"O estudante pode requerer outorga de grau extemporânea em caso de realização de concurso, viagens de estudo para o exterior ou mudança de residência para outro Estado ou País.",Art 121 - A outorga de grau extemporânea será analisada e poderá ser deferida ou indeferida pelo Diretor-Geral do câmpus para as seguintes situações: I - realização de concurso; II - viagens de estudo para o exterior; III - mudança de residência para outro Estado ou País.,"Organização Didática dos Cursos de Graduação, Título IV, Capítulo X, Art 121",od_graduacao
O que o IFSP faz para acompanhar a frequência e o desempenho acadêmico dos estudantes?,"O IFSP desenvolve ações de acompanhamento da frequência e do desempenho acadêmico dos estudantes, com o objetivo de desenvolver ações de intervenção que garantam aos estudantes a inserção, a permanência e o êxito.","Art 125 - Deverão ser previstas estratégias de acompanhamento da frequência e do desempenho acadêmico dos estudantes de todos os cursos do IFSP, com o objetivo de desenvolver ações de intervenção que garantam aos estudantes a inserção, a permanência e o êxito.","Título V do Desenvolvimento do Ensino, Capítulo I do Acompanhamento da Frequência e Desenvolvimento Acadêmico dos Estudantes, Art 125",od_graduacao
Quais são os espaços privilegiados para o desenvolvimento de ações de acompanhamento da frequência e do desempenho acadêmico dos estudantes?,"Os espaços privilegiados são as reuniões pedagógicas e de grupos, e as reuniões de Colegiado de Curso e da Diretoria Adjunta Educacional.",Art 126 - Constituem espaços privilegiados para o desenvolvimento de ações de acompanhamento da frequência e do desempenho acadêmico dos estudantes: I - reuniões pedagógicas e de grupos; II - reuniões de Colegiado de Curso e da Diretoria Adjunta Educacional.,"Título V do Desenvolvimento do Ensino, Capítulo I do Acompanhamento da Frequência e Desenvolvimento Acadêmico dos Estudantes, Art 126",od_graduacao
O que o IFSP oferece para os estudantes com necessidades educacionais específicas?,"O IFSP oferece apoios necessários para o desenvolvimento das atividades de ensino e aprendizagem, por meio do Núcleo de Apoio às Pessoas com Necessidades Educacionais Específicas (NAPNE).","Art 127 - Os estudantes com necessidades educacionais específicas, nos termos do Decreto nº 3.298/1999 e da Lei nº 7.853/ 1989, poderão requerer ao Núcleo de Apoio às Pessoas com Necessidades Educacionais Específicas (NAPNE) a provisão dos apoios necessários para o desenvolvimento das atividades de ensino e aprendizagem.","Título V do Desenvolvimento do Ensino, Capítulo I do Acompanhamento da Frequência e Desenvolvimento Acadêmico dos Estudantes, Art 127",od_graduacao
Quem é responsável pela regulação e avaliação dos cursos do IFSP?,"A Pró-Reitoria de Ensino, os Núcleos Docentes Estruturantes (NDE), os Colegiados de Cursos, Comissões Próprias de Avaliação (CPA), Conselho de Câmpus (CONCAM) ou equivalente de cada câmpus e o Conselho de Ensino (CONEN).","Art 129 - A regulação e a avaliação dos cursos do IFSP serão de competência da Pró-Reitoria de Ensino, bem como dos Núcleos Docentes Estruturantes (NDE), os Colegiados de Cursos, Comissões Próprias de Avaliação (CPA), Conselho de Câmpus (CONCAM) ou equivalente de cada câmpus e o Conselho de Ensino (CONEN).","Organização Didática dos Cursos de Graduação, Título V, Capítulo II, Art 129",od_graduacao
O que é a prática profissional no IFSP?,"A prática profissional é um procedimento didático-pedagógico que contextualiza, articula e inter-relaciona os saberes apreendidos, relacionando teoria e prática.","Art 147 - A prática profissional configurar-se-á como um procedimento didático-pedagógico que contextualiza, articula e inter-relaciona os saberes apreendidos, relacionando teoria e prática, a partir da atitude de desconstrução e (re)construção do conhecimento, viabilizando ações que conduzam ao aperfeiçoamento técnico-científico-cultural e de relacionamento humano.","Organização Didática dos Cursos de Graduação, Título V, Capítulo IV, Art 147",od_graduacao
